Typ,Model auta,Cena (Kč),Nájezd (km),Rok výroby,Palivo,Objem motoru,Typ motoru,Hybrid typ,Výkon (kW),Převodovka,Dvouspojková převodovka,Filtr pevných částic,Kola,Náhon 4x4,Karoserie,Výbava,Záruka,Tepelné čerpadlo,Spárováno,Skóre shody,Extra,Stav,Země,Zdroj,Odkaz na auto
Elektrické,Kia Soul,626650,6300,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Neumünster / Baterie 64 kWh / e-Soul EV Inspiration 150 kW,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-ev-inspiration-150-kw-neum%C3%BCnster/433799430.html
Elektrické,Kia Soul,725608,15500,2024,Elektro,,,,150,,,,,Ne,SUV,,,,,,"Quakenbrück / e-Soul Inspiration 64 KWh Wärmepumpe, Leder",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-64-kwh-w%C3%A4rmepumpe-leder-quakenbr%C3%BCck/443416506.html
Elektrické,Kia Soul,677339,12500,2024,Elektro,,,,150,,,,,Ne,SUV,,,,,,Münchberg / Baterie 64 kWh / e-Soul Inspiration 64 kWh **Wärmepumpe**,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-64-kwh-w%C3%A4rmepumpe-m%C3%BCnchberg/386532601.html
Elektrické,Kia Soul,725729,10,2024,Elektro,,,,150,,,,,Ne,SUV,,,,,,Münchberg / Baterie 64 kWh / e-Soul Inspiration 64 kWh **Wärmepumpe**,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-64-kwh-w%C3%A4rmepumpe-m%C3%BCnchberg/386535393.html
Elektrické,Kia Soul,744601,10,2024,Elektro,,,,150,,,,,Ne,SUV,,,,,,"Münchberg / Baterie 64 kWh / e-Soul Inspiration 64 kWh WP, Glasdach",,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-64-kwh-wp-glasdach-m%C3%BCnchberg/386531443.html
Elektrické,Kia Soul,701413,12898,2024,Elektro,,,,150,,,,,Ne,VAN,,,,,,Reinbek / Baterie 64 kWh / e-Soul Inspiration HUD Navi El. Panodach Fernl.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-hud-navi-el-panodach-fernl-reinbek/456281923.html
Elektrické,Kia Soul,701413,12172,2024,Elektro,,,,150,,,,,Ne,VAN,,,,,,Reinbek / Baterie 64 kWh / e-Soul Inspiration HUD Navi LED Blendfreies Fern,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-hud-navi-led-blendfreies-fern-reinbek/456281764.html
Elektrické,Kia Soul,639958,15986,2024,Elektro,,,,150,,,,,Ne,VAN,,,,,,Reinbek / Baterie 64 kWh / e-Soul Inspiration Navi HUD PDCv+h Rückfahrkam.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-navi-hud-pdcv-h-r%C3%BCckfahrkam-reinbek/459112594.html
Elektrické,Kia Soul,722221,5185,2024,Elektro,,,,150,,,,,Ne,VAN,,,,,,Stade / Baterie 64 kWh / e-Soul Inspiration*WP*Design P.*Allwetter,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-wp-design-p-allwetter-stade/380400215.html
Elektrické,Kia Soul,724640,24600,2023,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Cham / Baterie 64 kWh / E-SOUL INSPIRATION *WP* NAVI*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-inspiration-wp-navi-cham/447895737.html
Elektrické,Kia Soul,538823,40625,2022,Elektro,,,,150,,,,,Ne,VAN,,,,,,Egelsbach / Baterie 64 kWh / e-Soul Navi|CAM|SHD|Tempomat,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-navi-cam-shd-tempomat-egelsbach/458010625.html
Elektrické,Kia Soul,522370,39574,2021,Elektro,,,,150,,,,,Ne,VAN,,,,,,Egelsbach / Baterie 64 kWh / e-Soul Navi|HUD|CAM|Lenkrhzg.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-navi-hud-cam-lenkrhzg-egelsbach/455363014.html
Elektrické,Kia Soul,483174,83482,2022,Elektro,,,,150,,,,,Ne,VAN,,,,,,Egelsbach / Baterie 64 kWh / e-Soul Navi|Leder|LED|CAM|Sitzhzg.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-navi-leder-led-cam-sitzhzg-egelsbach/457284439.html
Elektrické,Kia Soul,579470,47600,2022,Elektro,,,,150,,,,,Ne,Hatchback,,,,,,Cham / E-Soul SPIRIT 64-kWh-Batterie*KAMERA*SOUNDSYSTEM,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirit-64-kwh-batterie-kamera-soundsystem-cham/456426676.html
Elektrické,Kia Soul,579470,33000,2022,Elektro,,,,150,,,,,Ne,Hatchback,,,,,,Cham / E-Soul SPIRIT 64-kWh-Batterie*LEDER*SOUNDSYSTEM*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirit-64-kwh-batterie-leder-soundsystem-cham/456423901.html
Elektrické,Kia Soul,519951,47153,2022,Elektro,,,,150,,,,,Ne,VAN,,,,,,Göttingen / Baterie 64 kWh / e-Soul Spirit,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirit-g%C3%B6ttingen/459455515.html
Elektrické,Kia Soul,500595,68282,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Büren / e-Soul Spirit Leder Navigation,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirit-leder-navigation-b%C3%BCren/458283746.html
Elektrické,Kia Soul,675040,2500,2022,Elektro,,,,150,,,,,Ne,SUV,,,,,,Neumünster / Baterie 64 kWh / e-Soul Spirit MJ 2023 Lederpaket Wärmepumpe,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirit-mj-2023-lederpaket-w%C3%A4rmepumpe-neum%C3%BCnster/433798624.html
Elektrické,Kia Soul,544146,36266,2022,Elektro,,,,150,,,,,Ne,SUV,,,,,,Fulda / Baterie 64 kWh / e-Soul Spirt 64kWh|LederPak|SOH98%|Garantie04/29,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirt-64kwh-lederpak-soh98-garantie04-29-fulda/458330410.html
Elektrické,Kia Soul,519951,61166,2022,Elektro,,,,150,,,,,Ne,SUV,,,,,,Fulda / Baterie 64 kWh / e-Soul Spirt 64kWh|SOH97%|Garantie04/29|11kW|WäP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-spirt-64kwh-soh97-garantie04-29-11kw-w%C3%A4p-fulda/458320404.html
Elektrické,Kia Soul,469141,34097,2022,Elektro,,,,100,,,,,Ne,VAN,,,,,,Wuppertal / Baterie 39 kWh / e-Soul Vision 39 kWh|CarPlay|Kamera|Navi,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-vision-39-kwh-carplay-kamera-navi-wuppertal/457396940.html
Elektrické,Kia Soul,515354,32000,2022,Elektro,,,,150,,,,,Ne,Sedan/limuzína,,,,,,Westhofen / Baterie 64 kWh / E-Soul Vision 64 kWh | 1. Hand | 32tkm | EZ 7/22,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-vision-64-kwh-1-hand-32tkm-ez-7-22-westhofen/455875644.html
Elektrické,Kia Soul,519951,65505,2022,Elektro,,,,150,,,,,Ne,SUV,,,,,,Wuppertal / Baterie 64 kWh / e-Soul Vision (64kWh) LED|Navi|Kamera|ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-e-soul-vision-64kwh-led-navi-kamera-acc-wuppertal/453821463.html
Elektrické,Kia EV2,747142,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Diepholz / Baterie 42 kWh / *108 kW*Air*42.2*5S*AIR*WIN*WP*NAV*HDA2*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-42-2-5s-air-win-wp-nav-hda2-diepholz/459674125.html
Elektrické,Kia EV2,747142,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Diepholz / Baterie 42 kWh / *108 kW*Air*42.2*5S*AIR*WIN*WP*NAV*HDA2*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-42-2-5s-air-win-wp-nav-hda2-diepholz/459727631.html
Elektrické,Kia EV2,725608,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Eislingen / Baterie 42 kWh / 108 kW AIR 5-SITZER WINTER-P*WÄRMEPUMPE*NAVI,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-5-sitzer-winter-p-w%C3%A4rmepumpe-navi-eislingen/456083723.html
Elektrické,Kia EV2,645765,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Koblenz / Baterie 42 kWh / 108 kW Air,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-koblenz/455065919.html
Elektrické,Kia EV2,652055,10,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Leipzig / Baterie 42 kWh / 108 kW Air LED Kamera totWinkAss FernlichtAs,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-led-kamera-totwinkass-fernlichtas-leipzig/458403050.html
Elektrické,Kia EV2,731657,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Siegburg / 108 kW Air,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-siegburg/456268166.html
Elektrické,Kia EV2,698268,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Emmingen / Baterie 42 kWh / 108 kW Air +Winter-Paket+Wärmepumpe+NAV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-winter-paket-w%C3%A4rmepumpe-nav-emmingen/455281172.html
Elektrické,Kia EV2,725608,250,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Solms / 108 kW Air Winter-Paket Wärmepumpe Navi,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-winter-paket-w%C3%A4rmepumpe-navi-solms/455503046.html
Elektrické,Kia EV2,701413,99,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Wörth / Baterie 42 kWh / 108 kW Air WP NAVI SHZ,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-air-wp-navi-shz-w%C3%B6rth/459806250.html
Elektrické,Kia EV2,734318,10,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Leipzig / Baterie 42 kWh / 108 kW Earth 360 Kamera totWinkAss LED DAB,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-360-kamera-totwinkass-led-dab-leipzig/455502077.html
Elektrické,Kia EV2,749803,7,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Ahrensburg / Baterie 42 kWh / 108 kW Earth 42.2 KWH 146PS LED/KLIMA/ISS/ES,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-42-2-kwh-146ps-led-klima-iss-es-ahrensburg/459558650.html
Elektrické,Kia EV2,725608,1500,2025,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Wendelstein / Baterie 42 kWh / 108 kW Earth 42.2 Winter P2 P3 Wärmep.,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-42-2-winter-p2-p3-w%C3%A4rmep-wendelstein/457540267.html
Elektrické,Kia EV2,689437,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Weiden / Baterie 42 kWh / 108 kW Earth Wärmepumpe Klimaautomatic ZV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-w%C3%A4rmepumpe-klimaautomatic-zv-weiden/455077760.html
Elektrické,Kia EV2,737827,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Weiden / Baterie 42 kWh / 108 kW Earth Wärmepumpe Klimaautomatic ZV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-w%C3%A4rmepumpe-klimaautomatic-zv-weiden/455078512.html
Elektrické,Kia EV2,723310,1990,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Weiden / Baterie 42 kWh / 108 kW Earth Wärmepumpe Klimaautomatic ZV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-108-kw-earth-w%C3%A4rmepumpe-klimaautomatic-zv-weiden/455080249.html
Elektrické,Kia EV2,725124,15,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Wesel / Baterie 42 kWh / 42.2 108 KW 5S AIR WIN NAV Kamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-108-kw-5s-air-win-nav-kamera-wesel/455018770.html
Elektrické,Kia EV2,749077,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Emmingen / Baterie 42 kWh / 42.2 4S EARTH WIC*4-Sitzer,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-wic-4-sitzer-emmingen/457568324.html
Elektrické,Kia EV2,735504,0,,Elektro,,,,108,,,,,Ne,Sedan/limuzína,,,,,,Dülmen / 42.2 4S EARTH WIC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-wic-d%C3%BClmen/455496881.html
Elektrické,Kia EV2,749803,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Königswinter / Baterie 42 kWh / 42.2 4S EARTH WIC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-wic-k%C3%B6nigswinter/459585834.html
Elektrické,Kia EV2,725608,3000,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Höhenkirchen-Siegertsbrunn / 42.2 4S EARTH WIINTER|TECH|DRIVE-WISE|DESIGN,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-wiinter-tech-drive-wise-design-h%C3%B6henkirchen-siegertsbrunn/455725782.html
Elektrické,Kia EV2,725608,10,2026,Elektro,,,,,,,,,Ne,Hatchback,,,,,,Gochsheim / 42.2 4S EARTH+WINTER+22AC+TECHNOLOGY+DRIVE+,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-winter-22ac-technology-drive-gochsheim/451412064.html
Elektrické,Kia EV2,724640,3500,2026,Elektro,,,,108,,,,,Ne,Sedan/limuzína,,,,,,Erwitte / Baterie 42 kWh / 42.2 4S EARTH WINTER-CONNECT Klima,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-winter-connect-klima-erwitte/456657144.html
Elektrické,Kia EV2,744964,8,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Halberstadt / Baterie 42 kWh / 42.2 4S EARTH WinterConnect/Technology/Drive,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4s-earth-winterconnect-technology-drive-halberstadt/453331603.html
Elektrické,Kia EV2,749803,14,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Höhenkirchen-Siegertsbrunn / 42.2 4Sitze|EARTH| Winter-Connect-Paket,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4sitze-earth-winter-connect-paket-h%C3%B6henkirchen-siegertsbrunn/451987161.html
Elektrické,Kia EV2,689316,4000,2026,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Höhenkirchen-Siegertsbrunn / 42.2 4Sitze|EARTH| Winter-Connect-Paket,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4sitze-earth-winter-connect-paket-h%C3%B6henkirchen-siegertsbrunn/453320867.html
Elektrické,Kia EV2,749803,2500,2026,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Höhenkirchen-Siegertsbrunn / 42.2 4SITZE|EARTH|WINTER|TECH|DRIVE|DESIGNE|,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-4sitze-earth-winter-tech-drive-designe-h%C3%B6henkirchen-siegertsbrunn/453320838.html
Elektrické,Kia EV2,689074,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Fritzlar / 42.2 5S AIR,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-fritzlar/456923327.html
Elektrické,Kia EV2,712543,12,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Stuttgart / Baterie 42 kWh / 42.2 5S AIR Klima Navi Rückfahrkamera,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-klima-navi-r%C3%BCckfahrkamera-stuttgart/459792305.html
Elektrické,Kia EV2,632699,10,2026,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Aachen / 42.2 5S AIR Navi LED Klima Einparkhilfe,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-navi-led-klima-einparkhilfe-aachen/456196022.html
Elektrické,Kia EV2,647216,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Königswinter / Baterie 42 kWh / 42.2 5S AIR WIN,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-k%C3%B6nigswinter/456780465.html
Elektrické,Kia EV2,653265,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Königswinter / Baterie 61 kWh / 42.2 5S AIR WIN,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-k%C3%B6nigswinter/456781094.html
Elektrické,Kia EV2,653265,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Königswinter / Baterie 61 kWh / 42.2 5S AIR WIN,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-k%C3%B6nigswinter/456782220.html
Elektrické,Kia EV2,679396,100,2026,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Füssen / 42.2 5S AIR WIN WP ACC Kam. LED Klimaa BCA I,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-acc-kam-led-klimaa-bca-i-f%C3%BCssen/454480496.html
Elektrické,Kia EV2,706470,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Dülmen / Baterie 42 kWh / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-d%C3%BClmen/455498393.html
Elektrické,Kia EV2,628828,10,,Elektro,,,,150,,,,,Ne,SUV,,,,,,Remscheid / 42.2 5S AIR WIN WP LED ACC KAMERA SHZ PDC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-led-acc-kamera-shz-pdc-remscheid/455597733.html
Elektrické,Kia EV2,691735,10,,Elektro,,,,108,,,,,Ne,Sedan/limuzína,,,,,,Neumarkt / Baterie 42 kWh / 42.2 5S AIR WIN WP LED+Winterp.+LM+PDC+SpurW,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-led-winterp-lm-pdc-spurw-neumarkt/452761612.html
Elektrické,Kia EV2,669960,0,,Elektro,,,,107,,,,,Ne,SUV,,,,,,Herne / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV 108 kW Air ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-108-kw-air-acc-herne/457829513.html
Elektrické,Kia EV2,732867,0,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Dingelstädt / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-dingelst%C3%A4dt/454373738.html
Elektrické,Kia EV2,732867,0,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Dingelstädt / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-dingelst%C3%A4dt/454373739.html
Elektrické,Kia EV2,697542,0,,Elektro,,,,107,,,,,Ne,SUV,,,,,,Warendorf / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA 108 kW ACC,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-108-kw-acc-warendorf/459048754.html
Elektrické,Kia EV2,722705,10,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Gosen / Neu-Zittau / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA 108 kW Air Digita,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-108-kw-air-digita-gosen-neu-zittau/458872494.html
Elektrické,Kia EV2,689316,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Neumarkt / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA LED+Winterp.+LM,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-led-winterp-lm-neumarkt/455640657.html
Elektrické,Kia EV2,689316,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Neumarkt / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA LED+Winterp.+LM,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-led-winterp-lm-neumarkt/459030699.html
Elektrické,Kia EV2,713511,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Schorndorf / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA*SOFORT* LED ACC A,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-sofort-led-acc-a-schorndorf/454920935.html
Elektrické,Kia EV2,725608,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Schorndorf / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA*SOFORT* LED ACC A,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-sofort-led-acc-a-schorndorf/454921062.html
Elektrické,Kia EV2,725608,10,,Elektro,,,,108,,,,,Ne,Sedan/limuzína,,,,,,Wittlich / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda-wittlich/454553049.html
Elektrické,Kia EV2,708188,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Borsdorf bei Leipzig / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-borsdorf-bei-leipzig/453216357.html
Elektrické,Kia EV2,708188,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Borsdorf bei Leipzig / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-borsdorf-bei-leipzig/453216555.html
Elektrické,Kia EV2,713269,10,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Grimmen / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-grimmen/455125292.html
Elektrické,Kia EV2,737222,0,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Horb a/N / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-horb-a-n/459812091.html
Elektrické,Kia EV2,736496,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-rosbach-frankfurt-nord/452443368.html
Elektrické,Kia EV2,726818,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-rosbach-frankfurt-nord/457324080.html
Elektrické,Kia EV2,731657,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-rosbach-frankfurt-nord/459668148.html
Elektrické,Kia EV2,653023,10,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Roth / Baterie 42 kWh / 42.2 5S AIR WIN WP NAV HDA2,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-hda2-roth/458558164.html
Elektrické,Kia EV2,725608,10,,Elektro,,,,108,,,,,Ne,Hatchback,,,,,,Herten / 42.2 5S AIR WIN WP NAV *Verfügbar*,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-nav-verf%C3%BCgbar-herten/453382827.html
Elektrické,Kia EV2,674073,2500,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-rosbach-frankfurt-nord/451381483.html
Elektrické,Kia EV2,674073,2500,2026,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-rosbach-frankfurt-nord/451529551.html
Elektrické,Kia EV2,718108,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-rosbach-frankfurt-nord/458424458.html
Elektrické,Kia EV2,709639,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-rosbach-frankfurt-nord/459646477.html
Elektrické,Kia EV2,709639,35,,Elektro,,,,108,,,,,Ne,SUV,,,,,,Rosbach | Frankfurt Nord / 42.2 5S AIR WIN WP,,Německo,Mobile.de,https://suchen.mobile.de/auto-inserat/kia-ev2-42-2-5s-air-win-wp-rosbach-frankfurt-nord/459646597.html
